cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,le,le_mu,le_lambda,le_rot,lj,lj_eps,nj,nj_eps,nj_gamma
0043,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0030,0,1,1,true,0,0.005,0,0.01,0.5
0044,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0040,0,1,1,true,0,0.005,0,0.01,0.5
0045,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0050,0,1,1,true,0,0.005,0,0.01,0.5
0046,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,0.0,true,0,0.005,0,0.01,0.5
0047,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,0.5,true,0,0.005,0,0.01,0.5
0048,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,1.0,true,0,0.005,0,0.01,0.5
0049,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,1.5,true,0,0.005,0,0.01,0.5
0050,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0006,1,0.0,true,0,0.005,0,0.01,0.5
0051,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0006,1,0.5,true,0,0.005,0,0.01,0.5
0052,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0006,1,1.0,true,0,0.005,0,0.01,0.5
0053,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0006,1,1.5,true,0,0.005,0,0.01,0.5
0054,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0007,1,0.0,true,0,0.005,0,0.01,0.5
0055,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0007,1,0.5,true,0,0.005,0,0.01,0.5
0056,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0007,1,1.0,true,0,0.005,0,0.01,0.5
0057,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0007,1,1.5,true,0,0.005,0,0.01,0.5
0058,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0008,1,0.0,true,0,0.005,0,0.01,0.5
0059,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0008,1,0.5,true,0,0.005,0,0.01,0.5
0060,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0008,1,1.0,true,0,0.005,0,0.01,0.5
0061,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0008,1,1.5,true,0,0.005,0,0.01,0.5
0062,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0009,1,0.0,true,0,0.005,0,0.01,0.5
0063,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0009,1,0.5,true,0,0.005,0,0.01,0.5
0064,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0009,1,1.0,true,0,0.005,0,0.01,0.5
0065,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0009,1,1.5,true,0,0.005,0,0.01,0.5
0066,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0010,1,0.0,true,0,0.005,0,0.01,0.5
0067,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0010,1,0.5,true,0,0.005,0,0.01,0.5
0068,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0010,1,1.0,true,0,0.005,0,0.01,0.5
0069,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0010,1,1.5,true,0,0.005,0,0.01,0.5
0070,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0020,1,0.0,true,0,0.005,0,0.01,0.5
0071,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0020,1,0.5,true,0,0.005,0,0.01,0.5
0072,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0020,1,1.0,true,0,0.005,0,0.01,0.5
0073,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0020,1,1.5,true,0,0.005,0,0.01,0.5
0074,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0030,1,0.0,true,0,0.005,0,0.01,0.5
0075,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0030,1,0.5,true,0,0.005,0,0.01,0.5
0076,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0030,1,1.0,true,0,0.005,0,0.01,0.5
0077,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0030,1,1.5,true,0,0.005,0,0.01,0.5
0078,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0040,1,0.0,true,0,0.005,0,0.01,0.5
0079,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0040,1,0.5,true,0,0.005,0,0.01,0.5
0080,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0040,1,1.0,true,0,0.005,0,0.01,0.5
0081,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0040,1,1.5,true,0,0.005,0,0.01,0.5
0082,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0050,1,0.0,true,0,0.005,0,0.01,0.5
0083,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0050,1,0.5,true,0,0.005,0,0.01,0.5
0084,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0050,1,1.0,true,0,0.005,0,0.01,0.5
0085,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0050,1,1.5,true,0,0.005,0,0.01,0.5
0086,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,0.0,true,0,0.005,0,0.01,0.5
0087,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,0.5,true,0,0.005,0,0.01,0.5
0088,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,1.0,true,0,0.005,0,0.01,0.5
0089,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,1.5,true,0,0.005,0,0.01,0.5
0090,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0006,1,0.0,true,0,0.005,0,0.01,0.5
0091,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0006,1,0.5,true,0,0.005,0,0.01,0.5
0092,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0006,1,1.0,true,0,0.005,0,0.01,0.5
0093,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0006,1,1.5,true,0,0.005,0,0.01,0.5
0094,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0007,1,0.0,true,0,0.005,0,0.01,0.5
0095,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0007,1,0.5,true,0,0.005,0,0.01,0.5
0096,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0007,1,1.0,true,0,0.005,0,0.01,0.5
0097,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0007,1,1.5,true,0,0.005,0,0.01,0.5
0098,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0008,1,0.0,true,0,0.005,0,0.01,0.5
0099,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0008,1,0.5,true,0,0.005,0,0.01,0.5
0100,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0008,1,1.0,true,0,0.005,0,0.01,0.5
0101,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0008,1,1.5,true,0,0.005,0,0.01,0.5
0102,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0009,1,0.0,true,0,0.005,0,0.01,0.5
0103,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0009,1,0.5,true,0,0.005,0,0.01,0.5
0104,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0009,1,1.0,true,0,0.005,0,0.01,0.5
0105,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0009,1,1.5,true,0,0.005,0,0.01,0.5
0106,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0010,1,0.0,true,0,0.005,0,0.01,0.5
0107,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0010,1,0.5,true,0,0.005,0,0.01,0.5
0108,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0010,1,1.0,true,0,0.005,0,0.01,0.5
0109,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0010,1,1.5,true,0,0.005,0,0.01,0.5
0110,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0020,1,0.0,true,0,0.005,0,0.01,0.5
0111,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0020,1,0.5,true,0,0.005,0,0.01,0.5
0112,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0020,1,1.0,true,0,0.005,0,0.01,0.5
0113,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0020,1,1.5,true,0,0.005,0,0.01,0.5
0114,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0030,1,0.0,true,0,0.005,0,0.01,0.5
0115,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0030,1,0.5,true,0,0.005,0,0.01,0.5
0116,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0030,1,1.0,true,0,0.005,0,0.01,0.5
0117,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0030,1,1.5,true,0,0.005,0,0.01,0.5
0118,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0040,1,0.0,true,0,0.005,0,0.01,0.5
0119,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0040,1,0.5,true,0,0.005,0,0.01,0.5
0120,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0040,1,1.0,true,0,0.005,0,0.01,0.5
0121,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0040,1,1.5,true,0,0.005,0,0.01,0.5
0122,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0050,1,0.0,true,0,0.005,0,0.01,0.5
0123,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0050,1,0.5,true,0,0.005,0,0.01,0.5
0124,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0050,1,1.0,true,0,0.005,0,0.01,0.5
0125,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0050,1,1.5,true,0,0.005,0,0.01,0.5
0126,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,0.0,true,0,0.005,0,0.01,0.5
0127,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0.0005,1,0.5,true,0,0.005,0,0.01,0.5
